Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop"
Colombia,1579,,46,,88,1445,50,31,0.9,27685,544
Iceland,1562,,6,,460,1096,11,4577,18,27880,81701
Ukraine,1462,143,45,7,28,1389,16,33,1,6385,146
Algeria,1423,,173,,90,1160,46,32,4,3359,77
Singapore,1375,,6,,344,1025,25,235,1,65000,11110
Egypt,1322,,85,,259,978,,13,0.8,25000,244
Croatia,1222,,16,,130,1076,36,298,4,11464,2793
New Zealand,1160,54,1,,241,918,14,241,0.2,42826,8881
Estonia,1149,41,21,2,69,1059,12,866,16,23546,17750
Morocco,1141,21,83,3,88,970,1,31,2,5272,143
Iraq,1031,,64,,344,623,,26,2,,
Slovenia,1021,,30,,102,889,30,491,14,28253,13590
Moldova,965,,21,2,40,904,80,239,5,,
Hong Kong,936,21,4,,236,696,12,125,0.5,96709,12900
Lithuania,880,37,15,,8,857,11,323,6,27807,10215
Armenia,853,20,8,,87,758,30,288,3,5140,1735
Hungary,817,73,47,9,71,699,17,85,5,23746,2458
Bahrain,756,,4,,458,294,4,444,2,47684,28023
Kuwait,743,78,1,,105,637,23,174,0.2,,
Bosnia and Herzegovina,740,66,32,3,68,640,4,226,10,5934,1809
Diamond Princess,712,,11,,619,82,10,,,,
Belarus,700,,13,,53,634,11,74,1,40000,4233
Kazakhstan,685,23,6,,47,632,16,36,0.3,5093,271
Cameroon,658,,9,,17,632,,25,0.3,,
Azerbaijan,641,,7,,44,590,11,63,0.7,45000,4438
Tunisia,596,,22,,5,569,39,50,2,7725,654
North Macedonia,570,,23,,30,517,15,274,11,5291,2540
Bulgaria,565,16,22,,42,501,26,81,3,15899,2288
Lebanon,548,7,19,,60,469,27,80,3,10221,1497
Latvia,548,6,2,1,16,530,5,291,1,22575,11969
Slovakia,534,,2,,8,524,3,98,0.4,16191,2966
Andorra,525,,21,,31,473,12,6795,272,,
Uzbekistan,472,15,2,,30,440,8,14,0.06,,
Costa Rica,467,,2,,18,447,14,92,0.4,5363,1053
Cyprus,465,,9,,45,411,11,385,7,11664,9661
Afghanistan,423,56,11,,18,394,,11,0.3,,
Uruguay,415,,6,,123,286,14,119,2,5385,1550
Albania,383,6,21,,131,231,7,133,7,2571,893
Taiwan,376,3,5,,61,310,,16,0.2,39011,1638
Oman,371,40,2,,67,302,3,73,0.4,,
Burkina Faso,364,,18,,108,238,,17,0.9,,
Cuba,363,13,9,,18,336,12,32,0.8,5234,462
Jordan,349,,6,,126,217,5,34,0.6,17000,1666
Runion,349,,,,40,309,4,390,,,
Channel Islands,334,11,7,,27,300,,1921,40,1157,6655
Ivory Coast,323,,3,,41,279,,12,0.1,,
Honduras,305,7,22,,6,277,10,31,2,,
Malta,293,52,,,5,288,3,664,,10923,24738
Ghana,287,73,5,,31,251,2,9,0.2,,
San Marino,277,,32,,35,210,14,8164,943,586,17270
Palestine,260,6,1,,24,235,,51,0.2,12738,2497
Niger,253,,10,,26,217,,10,0.4,4081,169
Vietnam,245,,,,106,139,8,3,,94305,969
Mauritius,244,,7,,7,230,2,192,6,4913,3863
Montenegro,239,6,2,,1,236,4,381,3,1722,2742
Nigeria,238,,5,,35,198,2,1,0.02,5000,24
Kyrgyzstan,228,12,4,,33,191,5,35,0.6,9618,1474
Senegal,226,,2,,92,132,1,13,0.1,,
Georgia,195,7,2,,39,154,6,49,0.5,2762,692
Bolivia,194,11,14,3,2,178,3,17,1,591,51
Faeroe Islands,184,1,,,129,55,2,3766,,5035,103043
Sri Lanka,180,2,6,1,42,132,5,8,0.3,3248,152
Venezuela,165,,7,,65,93,6,6,0.2,1779,63
Bangladesh,164,41,17,5,33,114,1,1.0,0.1,4289,26
Mayotte,164,,2,,15,147,3,601,7,479,1756
DRC,161,,18,,5,138,,2,0.2,,
Kenya,158,,6,,4,148,2,3,0.1,4277,80
Martinique,151,,4,,50,97,20,402,11,,
Isle of Man,150,11,1,,73,76,6,1764,12,1669,19628
Guadeloupe,139,,7,,31,101,14,347,17,,
Brunei,135,,1,,82,52,3,309,2,8261,18883
Guinea,128,,,,5,123,,10,,,
Paraguay,115,2,5,,15,95,1,16,0.7,2039,286
Cambodia,115,1,,,58,57,1,7,,5768,345
Gibraltar,109,,,,52,57,,3235,,1387,41168
Trinidad and Tobago,105,,8,,1,96,,75,6,833,595
Rwanda,105,,,,4,101,,8,,,
Djibouti,90,,,,9,81,,91,,,
Madagascar,82,,,,2,80,6,3,,,
El Salvador,78,9,4,,5,69,4,12,0.6,,
Liechtenstein,77,,1,,55,21,,2020,26,900,23605
Monaco,77,,1,,4,72,4,1962,25,,
Guatemala,74,4,3,,17,54,3,4,0.2,1134,63
French Guiana,72,,,,34,38,1,241,,,
Aruba,71,,,,2,69,,665,,910,8523
Barbados,60,,2,,6,52,4,209,7,557,1938
Jamaica,59,,3,,8,48,,20,1,540,182
Togo,58,,3,,23,32,,7,0.4,1467,177
Uganda,52,,,,,52,,1,,3160,69
Mali,47,,5,,9,33,,2,0.2,,
Congo,45,,5,,2,38,,8,0.9,,
Ethiopia,44,,2,,4,38,1,0.4,0.02,1843,16
Macao,44,,,,10,34,1,68,,,
French Polynesia,42,,,,,42,,150,,618,2200
Bermuda,39,,2,,17,20,,626,32,298,4785
Cayman Islands,39,,1,,1,37,,593,15,365,5554
Zambia,39,,1,,5,33,,2,0.05,619,34
Sint Maarten,37,,6,,1,30,,863,140,105,2449
Bahamas,33,,5,,5,23,1,84,13,,
Guinea-Bissau,33,15,,,,33,,17,,,
Saint Martin,32,,2,,7,23,6,828,52,,
Guyana,31,,5,1,8,18,8,39,6,115,146
Eritrea,31,,,,,31,,9,,,
Gabon,30,6,1,,1,28,,13,0.4,,
Benin,26,,1,,5,20,,2,0.08,,
Haiti,24,,1,,,23,,2,0.09,247,22
Tanzania,24,,1,,3,20,,0.4,0.02,,
Myanmar,22,,1,,,21,,0.4,0.02,1246,23
Syria,19,,2,,2,15,,1,0.1,,
Libya,19,,1,,1,17,,3,0.1,312,45
Maldives,19,,,,13,6,,35,,,
New Caledonia,18,,,,1,17,,63,,2135,7478
Angola,16,,2,,2,12,,0.5,0.06,,
Equatorial Guinea,16,,,,3,13,,11,,854,609
Namibia,16,,,,3,13,,6,,362,142
Antigua and Barbuda,15,,,,,15,1,153,,40,408
Dominica,15,,,,1,14,,208,,293,4070
Fiji,15,1,,,,15,,17,,,
Mongolia,15,,,,4,11,,5,,,
Liberia,14,,3,,3,8,,3,0.6,,
Sudan,14,2,2,,2,10,,0.3,0.05,,
Laos,14,2,,,,14,,2,,765,105
Saint Lucia,14,,,,1,13,,76,,,
Curaao,13,,1,,5,7,,79,6,,
Grenada,12,,,,,12,2,107,,45,400
Greenland,11,,,,4,7,,194,,718,12648
Seychelles,11,,,,,11,,112,,,
Suriname,10,,1,,,9,,17,2,,
Zimbabwe,10,,1,,,9,,0.7,0.07,316,21
Mozambique,10,,,,1,9,,0.3,,363,12
Saint Kitts and Nevis,10,,,,,10,,188,,149,2801
Eswatini,10,,,,4,6,,9,,,
MS Zaandam,9,,2,,,7,,,,,
Nepal,9,,,,1,8,,0.3,,1656,57
Chad,9,,,,,9,,0.5,,,
Turks and Caicos,8,,1,,,7,,207,26,61,1576
CAR,8,,,,,8,,2,,,
Belize,7,,1,,,6,1,18,3,268,674
Cabo Verde,7,,1,,1,5,,13,2,,
Vatican City,7,,,,,7,,8739,,,
St. Vincent Grenadines,7,,,,1,6,,63,,,
Somalia,7,,,,1,6,,0.4,,,
Botswana,6,,1,,,5,,3,0.4,966,411
Mauritania,6,,1,,2,3,,1,0.2,67,14
Nicaragua,6,,1,,,5,,0.9,0.2,,
Montserrat,6,,,,,6,,1202,,,
St. Barth,6,,,,1,5,,607,,,
Sierra Leone,6,,,,,6,,0.8,,,
Bhutan,5,,,,2,3,,6,,1166,1511
Malawi,5,,,,,5,1,0.3,,,
Gambia,4,,1,,2,1,,2,0.4,,
Sao Tome and Principe,4,,,,,4,,18,,19,87
Western Sahara,4,,,,,4,,7,,,
Anguilla,3,,,,,3,,200,,,
British Virgin Islands,3,,,,,3,,99,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76,,10,381
Falkland Islands,2,,,,,2,,575,,,
Papua New Guinea,2,,,,,2,,0.2,,72,8
Saint Pierre Miquelon,1,,,,,1,,173,,,
South Sudan,1,,,,,1,,0.09,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,81740,32,3331,,77167,1242,211,57,2,,
