Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
Barbados,79,,6,,39,34,4,275,21,1663,5787,North America
Uganda,79,,,,46,33,,2,,20329,444,Africa
Mozambique,76,,,,12,64,,2,,1644,53,Africa
Sint Maarten,74,,13,,33,28,7,1726,303,266,6204,North America
Guyana,74,,8,,12,54,5,94,10,442,562,South America
Haiti,74,,6,,7,61,,6,0.5,769,67,North America
Cayman Islands,70,,1,,8,61,3,1065,15,940,14303,North America
Benin,64,,1,,33,30,,5,0.08,,,Africa
Libya,61,,2,,18,41,,9,0.3,1623,236,Africa
Eswatini,59,,1,,10,48,,51,0.9,714,615,Africa
French Polynesia,57,,,,41,16,1,203,,2069,7365,Australia/Oceania
Guinea-Bissau,53,,1,,3,49,,27,0.5,1500,762,Africa
Nepal,52,,,,16,36,,2,,51367,1763,Asia
Chad,46,,,,15,31,,3,,,,Africa
Macao,45,,,,31,14,1,69,,,,Asia
Syria,43,,3,,14,26,,2,0.2,,,Asia
Eritrea,39,,,,13,26,,11,,,,Africa
Saint Martin,38,,3,,24,11,3,983,78,,,North America
Mongolia,38,,,,9,29,,12,,7292,2224,Asia
Malawi,34,,3,,4,27,1,2,0.2,617,32,Africa
Zimbabwe,31,,4,,2,25,,2,0.3,6067,408,Africa
Angola,26,,2,,6,18,,0.8,0.06,,,Africa
Antigua and Barbuda,24,,3,,11,10,1,245,31,113,1154,North America
Timor-Leste,24,,,,2,22,,18,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,5023,2136,Africa
CAR,19,,,,10,9,,4,,,,Africa
Laos,19,,,,7,12,,3,,1735,238,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,North America
Fiji,18,,,,12,6,,20,,1007,1123,Australia/Oceania
Grenada,18,,,,7,11,4,160,,175,1555,North America
New Caledonia,18,,,,17,1,1,63,,3952,13842,Australia/Oceania
Curaao,16,,1,,11,4,,98,6,304,1853,North America
Dominica,16,,,,13,3,,222,,383,5320,North America
Namibia,16,,,,8,8,,6,,675,266,Africa
Saint Kitts and Nevis,15,,,,2,13,,282,,260,4887,North America
Saint Lucia,15,,,,15,0,,82,,446,2429,North America
St. Vincent Grenadines,14,,,,5,9,,126,,108,973,North America
Nicaragua,13,,3,,7,3,,2,0.5,,,North America
Falkland Islands,13,,,,11,2,,3736,,353,101437,South America
Burundi,11,,1,,4,6,,0.9,0.08,284,24,Africa
Montserrat,11,,1,,2,8,1,2204,200,36,7212,North America
Turks and Caicos,11,,1,,4,6,,284,26,83,2144,North America
Greenland,11,,,,11,0,,194,,1200,21138,North America
Seychelles,11,,,,6,5,,112,,,,Africa
Gambia,10,,1,,8,1,,4,0.4,401,166,Africa
Suriname,10,,1,,7,2,,17,2,404,689,South America
MS Zaandam,9,,2,,,7,,,,,,
Vatican City,9,,,,2,7,,11236,,,,Europe
Papua New Guinea,8,,,,,8,,0.9,,604,68,Australia/Oceania
Mauritania,7,,1,,6,0,,2,0.2,1032,222,Africa
Bhutan,7,,,,4,3,,9,,9791,12689,Asia
British Virgin Islands,6,,1,,3,2,,198,33,,,North America
St. Barth,6,,,,6,0,,607,,,,North America
South Sudan,6,,,,,6,,0.5,,,,Africa
Western Sahara,6,,,,5,1,,10,,,,Africa
Caribbean Netherlands,5,,,,,5,,191,,110,4195,North America
Sao Tome and Principe,4,,,,,4,,18,,19,87,Africa
Anguilla,3,,,,1,2,,200,,,,North America
Saint Pierre Miquelon,1,,,,,1,,173,,,,North America
Yemen,1,,,,1,0,,0.03,,120,4,Asia
China,82830,3,4633,1,77474,723,52,58,3,,,Asia
