#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
29,Bangladesh,20995,,314,,4117,16564,1,128,2,167114,1016,164484082,Asia
30,Poland,18257,,915,,7175,10167,160,482,24,601394,15888,37851553,Europe
31,Ukraine,17858,,497,,4906,12455,231,408,11,220638,5041,43764414,Europe
32,Indonesia,17025,,1089,,3911,12025,,62,4,182818,669,273160748,Asia
33,Romania,16704,,1094,,9574,6036,206,868,57,303734,15776,19252618,Europe
34,Israel,16608,,268,,12855,3485,59,1923,31,498711,57733,8638177,Asia
35,Japan,16237,,725,,10338,5174,232,128,6,240368,1900,126522222,Asia
36,Austria,16201,,629,,14524,1048,50,1800,70,357393,39710,9000086,Europe
37,Colombia,14939,,562,,3587,10790,136,294,11,190114,3741,50814825,South America
38,South Africa,14355,,261,,6478,7616,119,242,4,439559,7423,59214047,Africa
39,Kuwait,13802,,107,,3843,9852,169,3238,25,240716,56473,4262502,Asia
40,Philippines,12305,,817,,2561,8927,79,112,7,215060,1966,109395919,Asia
41,Dominican Republic,12110,,428,,3726,7956,127,1118,40,50108,4625,10834295,North America
42,Egypt,11719,,612,,2950,8157,41,115,6,135000,1322,102083440,Africa
43,S. Korea,11050,13,262,,9888,900,55,216,5,747653,14584,51263879,Asia
44,Denmark,10858,,543,,9107,1208,28,1875,94,444562,76785,5789720,Europe
45,Serbia,10496,,228,,4479,5789,18,1201,26,174746,19990,8741513,Europe
46,Panama,9449,181,269,3,6080,3100,72,2194,62,49104,11403,4306053,North America
47,Czechia,8455,,296,,5422,2737,39,790,28,348849,32583,10706582,Europe
48,Norway,8237,,232,,32,7973,20,1521,43,216350,39947,5415986,Europe
49,Argentina,7805,,363,,2534,4908,170,173,8,100362,2223,45144058,South America
50,Australia,7044,8,98,,6364,582,16,277,4,1042431,40940,25462599,Australia/Oceania
51,Malaysia,6872,,113,,5512,1247,13,213,3,434136,13435,32313467,Asia
52,Algeria,6821,,542,,3409,2870,22,156,12,6500,149,43748441,Africa
53,Bahrain,6747,,12,,2762,3973,3,3984,7,230188,135937,1693342,Asia
54,Morocco,6741,,192,,3487,3062,1,183,5,85004,2306,36855368,Africa
55,Afghanistan,6402,,168,,745,5489,19,165,4,21967,566,38812546,Asia
56,Finland,6286,,297,,5000,989,30,1135,54,143900,25976,5539682,Europe
57,Kazakhstan,6157,307,34,,2980,3143,31,328,2,505216,26947,18748360,Asia
58,Moldova,5934,,207,,2344,3383,251,1471,51,20447,5067,4035075,Europe
59,Ghana,5735,,29,,1754,3952,5,185,0.9,171642,5539,30987872,Africa
60,Nigeria,5621,,176,,1472,3973,7,27,0.9,32942,160,205458157,Africa
61,Oman,5029,,21,,1436,3572,31,988,4,61000,11986,5089256,Asia
62,Armenia,4283,,55,,1791,2437,10,1446,19,39005,13166,2962574,Asia
63,Luxembourg,3930,,104,,3699,127,15,6291,166,60246,96445,624669,Europe
64,Bolivia,3826,249,165,1,473,3188,3,328,14,14803,1270,11652778,South America
65,Hungary,3509,36,451,3,1396,1662,47,363,47,135137,13985,9663257,Europe
66,Iraq,3260,,121,,2126,1013,,81,3,140573,3505,40103316,Asia
67,Azerbaijan,3138,,36,,1944,1158,37,310,4,226005,22315,10127789,Asia
68,Cameroon,3105,,140,,1567,1398,28,117,5,,,26457691,Africa
69,Thailand,3028,3,56,,2856,116,61,43,0.8,286008,4099,69778764,Asia
70,Greece,2819,,162,,1374,1283,23,270,16,126283,12109,10429023,Europe
71,Uzbekistan,2741,3,11,,2213,517,8,82,0.3,460000,13769,33407309,Asia
72,Guinea,2658,,16,,1133,1509,18,203,1,10304,787,13084805,Africa
73,Honduras,2565,105,138,4,278,2149,10,260,14,5653,572,9884383,North America
74,Senegal,2429,,25,,949,1455,6,146,1,24599,1474,16684681,Africa
75,Sudan,2289,,97,,222,1970,,52,2,,,43713550,Africa
76,Bosnia and Herzegovina,2267,,129,,1355,783,4,690,39,48528,14781,3283197,Europe
77,Croatia,2224,,95,,1913,216,9,541,23,52425,12761,4108218,Europe
78,Bulgaria,2211,36,108,3,598,1505,45,318,16,65574,9429,6954506,Europe
79,Ivory Coast,2061,,25,,987,1049,,78,1.0,15260,580,26291162,Africa
80,Cuba,1862,,79,,1460,323,7,164,7,79834,7048,11327442,North America
81,Iceland,1802,,10,,1786,6,,5285,29,56742,166413,340970,Europe
82,Estonia,1770,,63,,934,773,5,1334,47,68840,51899,1326428,Europe
83,Guatemala,1763,120,33,3,138,1592,5,99,2,7200,403,17872544,North America
84,North Macedonia,1762,,98,,1267,397,21,846,47,21010,10085,2083384,Europe
85,Lithuania,1534,,55,,988,491,17,563,20,224040,82169,2726566,Europe
86,New Zealand,1499,1,21,,1433,45,,311,4,228148,47359,4817371,Australia/Oceania
87,Slovakia,1493,,28,,1151,314,3,273,5,139986,25642,5459325,Europe
88,Slovenia,1465,,103,,272,1090,6,705,50,68852,33119,2078904,Europe
89,DRC,1455,,61,,270,1124,,16,0.7,,,89189398,Africa
90,Somalia,1357,,55,,148,1154,2,86,3,,,15833288,Africa
91,Djibouti,1331,,4,,950,377,,1350,4,17106,17346,986166,Africa
92,Tajikistan,1322,,36,,,1286,,139,4,,,9509357,Asia
93,Gabon,1320,,11,,244,1065,10,595,5,7445,3355,2218765,Africa
94,Mayotte,1312,,18,,627,667,9,4825,66,5200,19122,271940,Africa
95,El Salvador,1265,,26,,443,796,18,195,4,53412,8240,6482197,North America
96,Kyrgyzstan,1138,21,14,,804,320,5,175,2,59490,9138,6510341,Asia
97,Maldives,1078,,4,,58,1016,9,1999,7,11775,21833,539313,Asia
98,Hong Kong,1053,,4,,1022,27,1,141,0.5,168291,22470,7489431,Asia
99,Tunisia,1037,,45,,807,185,3,88,4,39778,3370,11803112,Africa
100,Latvia,997,,19,,662,316,3,528,10,87377,46266,1888577,Europe
101,Guinea-Bissau,969,,4,,26,939,,494,2,1500,765,1961828,Africa
102,Sri Lanka,960,3,9,,520,431,1,45,0.4,43137,2016,21402294,Asia
103,Albania,933,,31,,714,188,1,324,11,11764,4087,2878172,Europe
104,Cyprus,914,,17,,515,382,10,758,14,85301,70715,1206272,Asia
105,Lebanon,902,,26,,247,629,4,132,4,59588,8726,6829035,Asia
106,Niger,889,,51,,689,149,,37,2,5816,241,24083917,Africa
107,Costa Rica,853,,10,,551,292,4,168,2,19401,3813,5088318,North America
108,Mali,835,,48,,479,308,,41,2,3264,162,20171687,Africa
109,Kenya,830,,50,,301,479,1,15,0.9,36918,689,53615182,Africa
110,Burkina Faso,782,,51,,604,127,,38,2,,,20825956,Africa
111,Paraguay,778,,11,,198,569,,109,2,19308,2711,7121465,South America
112,Andorra,761,,51,,615,95,3,9851,660,3750,48544,77250,Europe
113,Uruguay,733,,19,,558,156,5,211,5,33036,9514,3472266,South America
114,Diamond Princess,712,,13,,651,48,4,,,,,,
115,Georgia,683,,12,,419,252,6,171,3,36248,9085,3990077,Asia
116,Zambia,679,,7,,183,489,1,37,0.4,15811,863,18314332,Africa
117,San Marino,653,,41,,198,414,1,19250,1209,3460,101999,33922,Europe
118,Jordan,607,,9,,404,194,5,60,0.9,140222,13760,10190462,Asia
119,Equatorial Guinea,594,,7,,22,565,,425,5,854,611,1396621,Africa
120,Channel Islands,554,,43,,458,53,,3190,248,5342,30761,173663,Europe
121,Malta,546,,6,,450,90,1,1237,14,49231,111534,441400,Europe
122,Jamaica,517,6,9,,121,387,,175,3,8193,2768,2959589,North America
123,Tanzania,509,,21,,183,305,7,9,0.4,,,59503665,Africa
124,Venezuela,504,,10,,241,253,1,18,0.4,540236,18992,28445472,South America
125,Chad,474,,50,,111,313,,29,3,,,16361937,Africa
126,Sierra Leone,462,,29,,106,327,,58,4,,,7955756,Africa
127,Runion,443,,,,354,89,4,495,,17200,19228,894522,Africa
128,Taiwan,440,,7,,389,44,,18,0.3,68988,2897,23811570,Asia
129,Congo,391,,15,,87,289,,71,3,,,5499985,Africa
130,Palestine,376,,2,,329,45,,74,0.4,44876,8824,5085701,Asia
131,Haiti,358,,20,,29,309,,31,2,1669,147,11384967,North America
132,Benin,339,,2,,83,254,,28,0.2,25471,2108,12080592,Africa
133,Isle of Man,335,,24,,285,26,9,3942,282,4066,47848,84978,Europe
134,Mauritius,332,,10,,322,0,,261,8,69773,54874,1271513,Africa
135,Cabo Verde,328,,3,,84,241,,591,5,892,1607,555228,Africa
136,CAR,327,,,,13,314,,68,,3498,726,4818917,Africa
137,Montenegro,324,,9,,311,4,2,516,14,10167,16188,628056,Europe
138,Vietnam,318,,,,260,58,2,3,,275000,2828,97229451,Asia
139,Ethiopia,306,,5,,113,188,,3,0.04,53029,463,114583809,Africa
140,Togo,298,,11,,99,188,,36,1,12510,1516,8252995,Africa
141,Nepal,291,10,1,,36,254,,10,0.03,92440,3180,29068924,Asia
142,Rwanda,289,,,,178,111,,22,,48239,3737,12909395,Africa
143,Madagascar,283,,,,114,169,3,10,,5670,205,27595696,Africa
144,South Sudan,236,,4,,4,228,,21,0.4,3356,300,11177178,Africa
145,Sao Tome and Principe,235,,7,,4,224,,1075,32,175,800,218630,Africa
146,Uganda,227,,,,63,164,,5,,70117,1540,45542648,Africa
147,Liberia,223,,20,,116,87,,44,4,,,5041913,Africa
148,Eswatini,202,,2,,72,128,,174,2,4160,3590,1158658,Africa
149,French Guiana,197,,1,,125,71,,662,3,,,297644,South America
150,Martinique,192,,14,,91,87,,512,37,,,375300,North America
151,Faeroe Islands,187,,,,187,0,,3829,,8779,179750,48840,Europe
152,Myanmar,182,,6,,96,80,,3,0.1,13634,251,54364802,Asia
153,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400116,North America
154,Gibraltar,147,,,,145,2,,4363,,5060,150184,33692,Europe
155,Brunei,141,,1,,136,4,2,323,2,16892,38658,436956,Asia
156,Mongolia,136,1,,,21,115,2,42,,10318,3154,3271507,Asia
157,Mozambique,129,,,,43,86,,4,,5735,184,31137014,Africa
158,Bermuda,123,,9,,73,41,2,1974,144,5017,80523,62305,North America
159,Yemen,122,,18,,1,103,,4,0.6,120,4,29739383,Asia
160,Cambodia,122,,,,122,0,1,7,,15152,908,16689523,Asia
161,Guyana,117,,10,,43,64,2,149,13,1089,1385,786088,South America
162,Trinidad and Tobago,116,,8,,107,1,,83,6,2670,1909,1398937,North America
163,Aruba,101,,3,,93,5,4,946,28,1937,18152,106711,North America
164,Bahamas,96,,11,,42,43,1,244,28,1794,4568,392775,North America
165,Monaco,96,,4,,87,5,1,2448,102,,,39208,Europe
166,Cayman Islands,94,,1,,55,38,,1432,15,5900,89905,65625,North America
167,Barbados,86,,7,,67,12,4,299,24,3783,13166,287333,North America
168,Liechtenstein,82,,1,,55,26,,2151,26,900,23613,38115,Europe
169,Sint Maarten,77,,15,,54,8,7,1798,350,414,9670,42815,North America
170,Libya,65,,3,,28,34,,9,0.4,3633,530,6859415,Africa
171,Malawi,65,,3,,24,38,1,3,0.2,1762,92,19063723,Africa
172,French Polynesia,60,,,,59,1,,214,,3216,11457,280708,Australia/Oceania
173,Syria,51,,3,,36,12,,3,0.2,,,17444076,Asia
174,Angola,48,,2,,17,29,,1,0.06,6136,187,32726170,Africa
175,Macao,45,,,,43,2,1,69,,,,648210,Asia
176,Zimbabwe,44,2,4,,17,23,,3,0.3,27059,1824,14835308,Africa
177,Mauritania,40,,4,,7,29,,9,0.9,2015,435,4633252,Africa
178,Saint Martin,39,,3,,30,6,1,1011,78,,,38581,North America
179,Eritrea,39,,,,39,0,,11,,,,3540176,Africa
180,Nicaragua,25,,8,,7,10,,4,1,,,6614609,North America
181,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1871,97828,North America
182,Botswana,24,,1,,17,6,,10,0.4,11495,4901,2345418,Africa
183,Timor-Leste,24,,,,24,0,,18,,738,561,1315177,Asia
184,Gambia,23,,1,,12,10,,10,0.4,1341,557,2407483,Africa
185,Grenada,22,,,,14,8,4,196,,2419,21510,112459,North America
186,Bhutan,21,,,,5,16,,27,,13701,17781,770540,Asia
187,Laos,19,,,,14,5,,3,,4424,609,7262087,Asia
188,Belize,18,,2,,16,0,,45,5,1043,2629,396692,North America
189,Fiji,18,,,,15,3,,20,,1300,1451,895642,Australia/Oceania
190,New Caledonia,18,,,,18,0,,63,,5454,19126,285155,Australia/Oceania
191,Saint Lucia,18,,,,18,0,,98,,786,4283,183524,North America
192,St. Vincent Grenadines,17,,,,14,3,,153,,155,1398,110897,North America
193,Curaao,16,,1,,14,1,,98,6,389,2372,164011,North America
194,Dominica,16,,,,15,1,,222,,420,5836,71964,North America
195,Namibia,16,,,,13,3,,6,,2074,818,2534941,Africa
196,Burundi,15,,1,,7,7,,1,0.08,284,24,11842528,Africa
197,Saint Kitts and Nevis,15,,,,14,1,,282,,327,6152,53153,North America
198,Falkland Islands,13,,,,13,0,,3751,,402,115984,3466,South America
199,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38650,North America
200,Vatican City,12,,,,2,10,,14981,,,,801,Europe
201,Comoros,11,,1,,3,7,,13,1,,,867167,Africa
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Greenland,11,,,,11,0,,194,,1629,28701,56758,North America
204,Seychelles,11,,,,10,1,,112,,,,98272,Africa
205,Suriname,10,,1,,9,0,,17,2,404,689,585977,South America
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5529,30206,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8924980,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,357,13630,26193,North America
210,St. Barth,6,,,,6,0,,608,,,,9873,North America
211,Western Sahara,6,,,,6,0,,10,,,,595382,Africa
212,Anguilla,3,,,,3,0,,200,,,,14986,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140143,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82947,6,4633,,78227,87,10,58,3,,,1439323776,Asia
,Total:,1662832,2524,101950,288,422630,1138252,17398,,,,,,North America
,Total:,1761424,72,161678,6,756375,843371,11759,,,,,,Europe
,Total:,425165,618,22436,30,147172,255557,10423,,,,,,South America
,Total:,780079,1998,24342,40,446182,309555,4941,,,,,,Asia
,Total:,83365,2,2726,,32107,48532,288,,,,,,Africa
,Total:,8647,9,119,,7897,631,16,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,4722233,5223,313266,364,1813014,2595953,44829,605.8,40.2,,,,All
