#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
48,Norway,8226,7,232,,32,7962,20,1519,43,216350,39947,5415870,Europe
49,Argentina,7479,,363,7,2534,4582,170,166,8,100362,2223,45142926,South America
50,Australia,7036,17,98,,6362,576,16,276,4,1015652,39889,25461791,Australia/Oceania
51,Malaysia,6872,17,113,1,5512,1247,13,213,3,434136,13436,32312334,Asia
52,Algeria,6821,192,542,6,3409,2870,22,156,12,6500,149,43746275,Africa
53,Bahrain,6747,164,12,,2753,3982,3,3985,7,228573,134996,1693179,Asia
54,Morocco,6741,89,192,2,3487,3062,1,183,5,85004,2306,36854173,Africa
55,Afghanistan,6402,349,168,15,745,5489,19,165,4,21967,566,38810145,Asia
56,Finland,6286,58,297,4,5000,989,30,1135,54,143900,25976,5539658,Europe
57,Moldova,5934,189,207,5,2344,3383,251,1471,51,20447,5067,4035100,Europe
58,Kazakhstan,5850,161,34,,2980,2836,31,312,2,505216,26948,18747746,Asia
59,Ghana,5638,,28,,1460,4150,5,182,0.9,171642,5539,30986096,Africa
60,Nigeria,5450,,171,,1320,3959,7,27,0.8,30657,149,205444156,Africa
61,Oman,5029,404,21,1,1436,3572,31,988,4,61000,11987,5088900,Asia
62,Armenia,4283,239,55,3,1791,2437,10,1446,19,39005,13166,2962559,Asia
63,Luxembourg,3930,7,104,,3699,127,15,6292,166,60246,96449,624641,Europe
64,Bolivia,3577,205,164,12,434,2979,3,307,14,14803,1270,11652343,South America
65,Hungary,3473,56,448,6,1371,1654,45,359,46,131429,13601,9663324,Europe
66,Iraq,3260,67,121,4,2126,1013,,81,3,140573,3505,40100844,Asia
67,Azerbaijan,3138,158,36,,1944,1158,37,310,4,226005,22316,10127539,Asia
68,Cameroon,3105,151,140,1,1567,1398,28,117,5,,,26455880,Africa
69,Thailand,3025,,56,,2855,114,61,43,0.8,286008,4099,69778286,Asia
70,Greece,2819,9,162,2,1374,1283,23,270,16,126283,12109,10429161,Europe
71,Uzbekistan,2738,52,11,,2213,514,8,82,0.3,460000,13770,33405983,Asia
72,Guinea,2658,185,16,1,1133,1509,18,203,1,10304,788,13083829,Africa
73,Honduras,2460,142,134,1,264,2062,10,249,14,5653,572,9883952,North America
74,Senegal,2429,119,25,,949,1455,6,146,1,24599,1474,16683471,Africa
75,Sudan,2289,325,97,6,222,1970,,52,2,,,43710745,Africa
76,Bosnia and Herzegovina,2267,31,129,1,1355,783,4,690,39,48528,14780,3283253,Europe
77,Croatia,2224,2,95,,1913,216,9,541,23,52425,12761,4108287,Europe
78,Bulgaria,2175,37,105,3,573,1497,45,313,15,64480,9271,6954648,Europe
79,Ivory Coast,2061,44,25,1,987,1049,,78,1.0,15260,580,26289372,Africa
80,Cuba,1862,22,79,,1460,323,7,164,7,79834,7048,11327461,North America
81,Iceland,1802,,10,,1786,6,,5285,29,56742,166416,340964,Europe
82,Estonia,1770,4,63,,934,773,5,1334,47,68840,51899,1326425,Europe
83,North Macedonia,1762,22,98,1,1267,397,21,846,47,21010,10085,2083384,Europe
84,Guatemala,1643,125,30,1,135,1478,5,92,2,7200,403,17871637,North America
85,Lithuania,1534,11,55,1,988,491,17,563,20,224040,82166,2726669,Europe
86,New Zealand,1498,,21,,1428,49,,311,4,223937,46486,4817264,Australia/Oceania
87,Slovakia,1493,13,28,1,1151,314,3,273,5,139986,25642,5459317,Europe
88,Slovenia,1465,,103,,272,1090,6,705,50,68852,33119,2078903,Europe
89,DRC,1370,72,61,11,229,1080,,15,0.7,,,89181925,Africa
90,Somalia,1357,73,55,2,148,1154,2,86,3,,,15832072,Africa
91,Djibouti,1331,22,4,,950,377,,1350,4,17106,17347,986127,Africa
92,Tajikistan,1322,204,36,3,,1286,,139,4,,,9508770,Asia
93,Gabon,1320,111,11,1,244,1065,11,595,5,7050,3178,2218621,Africa
94,Mayotte,1312,102,18,2,627,667,9,4825,66,5200,19123,271922,Africa
95,El Salvador,1265,55,26,3,441,798,18,195,4,53412,8240,6482107,North America
96,Kyrgyzstan,1117,6,14,,783,320,5,172,2,59490,9138,6510046,Asia
97,Maldives,1078,47,4,,58,1016,9,1999,7,11775,21834,539287,Asia
98,Hong Kong,1053,,4,,1022,27,1,141,0.5,168291,22471,7489265,Asia
99,Tunisia,1035,,45,,802,188,3,88,4,37862,3208,11802774,Africa
100,Latvia,997,27,19,,662,316,3,528,10,87377,46265,1888633,Europe
101,Sri Lanka,957,22,9,,520,428,1,45,0.4,42056,1965,21402049,Asia
102,Albania,933,17,31,,714,188,1,324,11,11764,4087,2878180,Europe
103,Cyprus,914,4,17,,515,382,10,758,14,85301,70716,1206248,Asia
104,Guinea-Bissau,913,,3,,26,884,,465,2,1500,765,1961700,Africa
105,Lebanon,902,11,26,,247,629,4,132,4,59588,8726,6829118,Asia
106,Niger,889,4,51,,689,149,,37,2,5816,242,24081508,Africa
107,Costa Rica,853,10,10,1,551,292,4,168,2,19401,3813,5088192,North America
108,Mali,835,29,48,2,479,308,,41,2,3264,162,20170087,Africa
109,Kenya,830,49,50,5,301,479,1,15,0.9,36918,689,53611938,Africa
110,Burkina Faso,780,,51,,595,134,,37,2,,,20824384,Africa
111,Paraguay,778,19,11,,198,569,,109,2,19308,2711,7121225,South America
112,Andorra,761,,51,2,615,95,3,9851,660,3750,48544,77250,Europe
113,Uruguay,732,,19,,553,160,7,211,5,32225,9281,3472233,South America
114,Diamond Princess,712,,13,,651,48,4,,,,,,
115,Georgia,683,12,12,,419,252,6,171,3,36248,9084,3990097,Asia
116,Zambia,679,25,7,,183,489,1,37,0.4,15811,863,18312920,Africa
117,San Marino,653,1,41,,198,414,1,19250,1209,3460,101999,33922,Europe
118,Jordan,607,11,9,,404,194,5,60,0.9,140222,13760,10190185,Asia
119,Equatorial Guinea,594,,7,,22,565,,425,5,854,612,1396494,Africa
120,Channel Islands,549,,43,,457,49,,3161,248,5342,30761,173659,Europe
121,Malta,546,14,6,,450,90,1,1237,14,49231,111535,441397,Europe
122,Jamaica,511,2,9,,121,381,,173,3,7946,2685,2959554,North America
123,Tanzania,509,,21,,183,305,7,9,0.4,,,59498998,Africa
124,Chad,474,46,50,2,111,313,,29,3,,,16360644,Africa
125,Venezuela,459,,10,,229,220,1,16,0.4,540236,18992,28445691,South America
126,Sierra Leone,447,,27,,97,323,,56,3,,,7955312,Africa
127,Runion,441,,,,354,87,4,493,,17200,19229,894505,Africa
128,Taiwan,440,,7,,389,44,,18,0.3,68988,2897,23811452,Asia
129,Congo,391,,15,,87,289,,71,3,,,5499613,Africa
130,Palestine,376,1,2,,329,45,,74,0.4,44876,8825,5085377,Asia
131,Haiti,358,85,20,,29,309,,31,2,1669,147,11384587,North America
132,Benin,339,,2,,83,254,,28,0.2,25471,2109,12079722,Africa
133,Isle of Man,335,1,24,,285,26,9,3942,282,4066,47848,84977,Europe
134,Mauritius,332,,10,,322,0,,261,8,69773,54874,1271508,Africa
135,Cabo Verde,328,2,2,,67,259,,591,4,791,1425,555212,Africa
136,Montenegro,324,,9,,311,4,2,516,14,10167,16188,628056,Europe
137,Vietnam,318,4,,,260,58,2,3,,275000,2828,97227060,Asia
138,Ethiopia,306,19,5,,113,188,,3,0.04,53029,463,114576005,Africa
139,CAR,301,,,,13,288,,62,,3498,726,4818688,Africa
140,Togo,298,35,11,,99,188,,36,1,12510,1516,8252463,Africa
141,Rwanda,289,2,,,178,111,,22,,48239,3737,12908515,Africa
142,Madagascar,283,45,,,114,169,3,10,,5670,205,27593744,Africa
143,Nepal,281,14,1,1,36,244,,10,0.03,92440,3180,29067490,Asia
144,South Sudan,236,,4,,4,228,,21,0.4,3356,300,11176820,Africa
145,Sao Tome and Principe,235,,7,,4,224,,1075,32,175,800,218619,Africa
146,Uganda,227,24,,,63,164,,5,,70117,1540,45538682,Africa
147,Liberia,223,4,20,,116,87,,44,4,,,5041588,Africa
148,Eswatini,202,12,2,,72,128,,174,2,4160,3590,1158626,Africa
149,Martinique,192,,14,,91,87,,512,37,,,375301,North America
150,French Guiana,189,,1,,124,64,,635,3,,,297623,South America
151,Faeroe Islands,187,,,,187,0,,3829,,8779,179750,48840,Europe
152,Myanmar,182,1,6,,96,80,,3,0.1,13634,251,54363807,Asia
153,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400116,North America
154,Gibraltar,147,,,,145,2,,4363,,5060,150184,33692,Europe
155,Brunei,141,,1,,136,4,2,323,2,16892,38659,436944,Asia
156,Mongolia,135,37,,,20,115,2,41,,10162,3106,3271362,Asia
157,Mozambique,129,10,,,43,86,,4,,5735,184,31134613,Africa
158,Yemen,122,16,18,3,1,103,,4,0.6,120,4,29737584,Asia
159,Bermuda,122,,9,,66,47,2,1958,144,4691,75290,62306,North America
160,Cambodia,122,,,,122,0,,7,,14684,880,16688891,Asia
161,Guyana,116,,10,,43,63,3,148,13,1065,1355,786077,South America
162,Trinidad and Tobago,116,,8,,107,1,,83,6,2647,1892,1398925,North America
163,Aruba,101,,3,,93,5,4,946,28,1937,18152,106709,North America
164,Bahamas,96,,11,,42,43,1,244,28,1794,4568,392764,North America
165,Monaco,96,,4,,87,5,1,2449,102,,,39207,Europe
166,Cayman Islands,94,,1,,55,38,,1432,15,5900,89908,65623,North America
167,Barbados,86,1,7,,67,12,4,299,24,3783,13166,287332,North America
168,Liechtenstein,82,,1,,55,26,,2151,26,900,23613,38114,Europe
169,Sint Maarten,76,,15,,46,15,7,1775,350,329,7685,42813,North America
170,Malawi,65,2,3,,24,38,1,3,0.2,1762,92,19062368,Africa
171,Libya,64,,3,,28,33,,9,0.4,3633,530,6859160,Africa
172,French Polynesia,60,,,,59,1,,214,,3216,11457,280704,Australia/Oceania
173,Syria,51,1,3,,36,12,,3,0.2,,,17442911,Asia
174,Angola,48,,2,,17,29,,1,0.06,6136,188,32723364,Africa
175,Macao,45,,,,43,2,1,69,,,,648186,Asia
176,Zimbabwe,42,,4,,13,25,,3,0.3,25478,1717,14834717,Africa
177,Mauritania,40,11,4,1,7,29,,9,0.9,2015,435,4632917,Africa
178,Saint Martin,39,,3,,30,6,1,1011,78,,,38579,North America
179,Eritrea,39,,,,39,0,,11,,,,3540041,Africa
180,Nicaragua,25,,8,,7,10,,4,1,,,6614394,North America
181,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1871,97826,North America
182,Botswana,24,,1,,17,6,,10,0.4,11495,4901,2345288,Africa
183,Timor-Leste,24,,,,24,0,,18,,738,561,1315109,Asia
184,Gambia,23,,1,,12,10,,10,0.4,1341,557,2407297,Africa
185,Grenada,22,,,,14,8,4,196,,2419,21510,112458,North America
186,Bhutan,21,,,,5,16,,27,,13660,17728,770517,Asia
187,Laos,19,,,,14,5,,3,,4424,609,7261799,Asia
188,Belize,18,,2,,16,0,,45,5,1043,2629,396673,North America
189,Fiji,18,,,,15,3,,20,,1300,1452,895624,Australia/Oceania
190,New Caledonia,18,,,,18,0,,63,,5454,19127,285148,Australia/Oceania
191,Saint Lucia,18,,,,18,0,,98,,786,4283,183522,North America
192,St. Vincent Grenadines,17,,,,14,3,,153,,155,1398,110896,North America
193,Curaao,16,,1,,14,1,,98,6,389,2372,164009,North America
194,Dominica,16,,,,15,1,,222,,420,5836,71964,North America
195,Namibia,16,,,,13,3,,6,,2074,818,2534815,Africa
196,Burundi,15,,1,,7,7,,1,0.08,284,24,11841556,Africa
197,Saint Kitts and Nevis,15,,,,14,1,,282,,327,6152,53151,North America
198,Falkland Islands,13,,,,13,0,,3751,,402,115984,3466,South America
199,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38649,North America
200,Vatican City,12,,,,2,10,,14981,,,,801,Europe
201,Comoros,11,,1,,3,7,,13,1,,,867116,Africa
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Greenland,11,,,,11,0,,194,,1629,28701,56758,North America
204,Seychelles,11,,,,10,1,,112,,,,98270,Africa
205,Suriname,10,,1,,9,0,,17,2,404,689,585963,South America
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5529,30206,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8924516,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,357,13630,26192,North America
210,St. Barth,6,,,,6,0,,608,,,,9873,North America
211,Western Sahara,6,,,,6,0,,10,,,,595342,Africa
212,Anguilla,3,,,,3,0,,200,,,,14986,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140096,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82941,8,4633,,78219,89,11,58,3,,,1439323776,Asia
,Total:,1656217,24050,101003,1370,419530,1135684,17184,,,,,,North America
,Total:,1761154,20025,161664,1182,755524,843966,11757,,,,,,Europe
,Total:,419505,18433,22125,822,142286,255094,10427,,,,,,South America
,Total:,778047,20123,24290,327,445644,308113,4954,,,,,,Asia
,Total:,82906,3126,2716,77,31576,48614,289,,,,,,Africa
,Total:,8638,17,119,,7890,629,16,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,4707188,85774,311932,3778,1803101,2592155,44631,603.9,40.0,,,,All
