Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop
Martinique,37,,1,,,36,7,99
Liechtenstein,37,,,,,37,,970
Cuba,35,14,1,,,34,,3
Afghanistan,34,10,1,1,1,32,,0.9
Channel Islands,32,,,,,32,,184
DRC,30,7,1,,,29,,0.3
Bangladesh,27,3,2,,3,22,,0.2
Guam,27,12,1,1,,26,,160
Nigeria,27,5,,,2,25,,0.1
Honduras,26,2,,,,26,,3
Mauritius,24,10,2,1,,22,1,19
Bolivia,24,5,,,,24,,2
Puerto Rico,23,2,1,,,22,,8
Paraguay,22,,1,,,21,1,3
Macao,22,3,,,10,12,,34
Ghana,21,,1,,,20,,0.7
Jamaica,19,,1,,2,16,,6
Guyana,18,,1,,,17,,23
Monaco,18,,,,1,17,,459
French Guiana,18,,,,,18,,60
Guatemala,17,,1,,,16,,0.9
Rwanda,17,,,,,17,,1
Montenegro,16,,,,,16,,25
Togo,16,,,,,16,,2
French Polynesia,15,,,,,15,,53
Gibraltar,15,5,,,2,13,,445
Kenya,15,8,,,,15,,0.3
Barbados,14,,,,,14,,49
Ivory Coast,14,,,,1,13,,0.5
Kyrgyzstan,14,,,,,14,,2
Maldives,13,,,,3,10,,24
Tanzania,12,6,,,,12,,0.2
Ethiopia,11,2,,,,11,,0.10
Mayotte,11,,,,,11,,40
Mongolia,10,,,,,10,,3
Aruba,8,3,,,1,7,,75
Seychelles,7,,,,,7,,71
Equatorial Guinea,6,,,,,6,,4
U.S. Virgin Islands,6,,,,,6,,57
Gabon,5,,1,,,4,,2
Isle of Man,5,3,,,,5,,59
Saint Martin,5,,,,,5,,129
Suriname,5,,,,,5,,9
Bahamas,4,,,,,4,,10
New Caledonia,4,,,,,4,,14
Eswatini,4,3,,,,4,,3
Cayman Islands,3,,1,,,2,,46
Curaao,3,,1,,,2,,18
Cabo Verde,3,,,,,3,,5
CAR,3,,,,,3,,0.6
Congo,3,,,,,3,,0.5
El Salvador,3,,,,,3,,0.5
Liberia,3,,,,,3,,0.6
Madagascar,3,,,,,3,,0.1
Namibia,3,,,,,3,,1
St. Barth,3,,,,,3,,304
Zambia,3,1,,,,3,,0.2
Zimbabwe,3,,,,,3,,0.2
Sudan,2,,1,,,1,,0.05
Angola,2,,,,,2,,0.06
Benin,2,,,,,2,,0.2
Bermuda,2,,,,,2,,32
Bhutan,2,,,,,2,,3
Fiji,2,,,,,2,,2
Greenland,2,,,,,2,,35
Guinea,2,,,,,2,,0.2
Haiti,2,,,,,2,,0.2
Mauritania,2,,,,,2,,0.4
Nicaragua,2,,,,,2,,0.3
Niger,2,1,,,,2,,0.08
Saint Lucia,2,,,,,2,,11
Nepal,1,,,,1,0,,0.03
Antigua and Barbuda,1,,,,,1,,10
Chad,1,,,,,1,,0.06
Djibouti,1,,,,,1,,1
Eritrea,1,,,,,1,,0.3
Gambia,1,,,,,1,,0.4
Vatican City,1,,,,,1,,1248
Montserrat,1,,,,,1,,200
Mozambique,1,1,,,,1,,0.03
Papua New Guinea,1,,,,,1,,0.1
St. Vincent Grenadines,1,,,,,1,,9
Sint Maarten,1,,,,,1,,23
Somalia,1,,,,,1,,0.06
Timor-Leste,1,,,,,1,,0.8
Uganda,1,,,,,1,,0.02
